date,importexport_1 (MW),importexport_2 (MW),importexport_3 (MW),importexport_4 (MW),importexport_5 (MW)
11/5/2012 13:00,-665,-973,0,-79,247
11/5/2012 14:00,-849,-891,0,-77,232
11/5/2012 15:00,-995,-706,0,-76,168
11/5/2012 16:00,-1045,-716,-5,-88,200
11/5/2012 17:00,-1003,-731,-5,-110,149
11/5/2012 18:00,-962,-757,0,-119,136
11/5/2012 19:00,-839,-838,0,-112,138
11/5/2012 20:00,-835,-860,0,-98,139
11/5/2012 21:00,-919,-800,0,-110,118
11/5/2012 22:00,-965,-728,0,-9,363
11/5/2012 23:00,-868,-782,0,-90,556
11/6/2012 0:00,-872,-917,0,-104,632
11/6/2012 1:00,-823,-937,0,-97,657
11/6/2012 2:00,-743,-998,0,-106,768
11/6/2012 3:00,-774,-945,0,-92,817
11/6/2012 4:00,-780,-965,0,-90,808
11/6/2012 5:00,-745,-950,0,-101,715
11/6/2012 6:00,-1022,-657,0,-68,539
11/6/2012 7:00,-1108,-628,0,-101,508
11/6/2012 8:00,-1096,-576,0,-110,359
11/6/2012 9:00,-1129,-559,0,-107,245
11/6/2012 10:00,-1219,-469,0,-6,328
11/6/2012 11:00,-1182,-514,0,-30,313
11/6/2012 12:00,-985,-803,0,-92,344
11/6/2012 13:00,-986,-763,0,-88,346
11/6/2012 14:00,-1001,-669,0,-95,152
11/6/2012 15:00,-868,-781,0,-39,114
11/6/2012 16:00,-808,-950,0,-76,36
11/6/2012 17:00,-817,-907,3,-101,-143
11/6/2012 18:00,-1529,-591,0,-119,-324
11/6/2012 19:00,-1447,-624,0,-104,-103
11/6/2012 20:00,-1454,-715,0,-78,73
11/6/2012 21:00,-1526,-759,0,-59,83
11/6/2012 22:00,-1520,-748,0,-73,126
11/6/2012 23:00,-1361,-823,0,-71,159
11/7/2012 0:00,-1478,-760,0,0,223
11/7/2012 1:00,-1597,-626,0,-77,485
11/7/2012 2:00,-1588,-640,0,-65,478
11/7/2012 3:00,-1385,-820,0,-48,418
11/7/2012 4:00,-1343,-944,0,-15,81
11/7/2012 5:00,-1292,-976,0,-32,-6
11/7/2012 6:00,-1227,-944,0,21,-201
11/7/2012 7:00,-1473,-753,0,-4,-848
11/7/2012 8:00,-1472,-781,0,-85,-1315
11/7/2012 9:00,-1525,-712,0,-28,-972
11/7/2012 10:00,-1550,-655,0,69,-380
11/7/2012 11:00,-1608,-586,0,3,-467
11/7/2012 12:00,-1346,-922,0,-49,-666
11/7/2012 13:00,-1238,-988,0,-27,-913
11/7/2012 14:00,-1195,-1043,0,-44,-861
11/7/2012 15:00,-1270,-1060,0,-53,-1161
11/7/2012 16:00,-989,-1054,0,-9,-1340
11/7/2012 17:00,-1080,-823,3,-70,-1369
11/7/2012 18:00,-1319,-809,0,-54,-1371
11/7/2012 19:00,-1230,-933,0,-64,-1369
11/7/2012 20:00,-1403,-811,0,-68,-1325
11/7/2012 21:00,-1475,-818,0,-60,-1318
11/7/2012 22:00,-1478,-895,0,-59,-1216
11/7/2012 23:00,-1547,-721,0,-127,-594
11/8/2012 0:00,-1340,-904,0,-113,-115
11/8/2012 1:00,-1342,-884,0,-105,-102
11/8/2012 2:00,-1340,-868,0,-92,22
11/8/2012 3:00,-1359,-896,0,-103,101
11/8/2012 4:00,-1425,-868,0,-91,64
11/8/2012 5:00,-1407,-775,0,-80,-60
11/8/2012 6:00,-1454,-827,0,-63,-275
11/8/2012 7:00,-1415,-807,0,-123,-404
11/8/2012 8:00,-1129,-825,0,-119,-818
11/8/2012 9:00,-1289,-800,0,-41,-1016
11/8/2012 10:00,-876,-490,0,19,-1191
11/8/2012 11:00,-826,-509,0,-1,-1243
11/8/2012 12:00,-752,-500,0,0,-1242
11/8/2012 13:00,-641,-449,0,-8,-1228
11/8/2012 14:00,-544,-448,0,-9,-814
11/8/2012 15:00,-653,-561,0,-76,-1048
11/8/2012 16:00,-485,-708,-1,-16,-691
11/8/2012 17:00,-640,-788,-1,-3,-1168
11/8/2012 18:00,-989,-584,0,-24,-606
11/8/2012 19:00,-1150,-568,0,15,-68
11/8/2012 20:00,-1319,-739,0,-110,-91
11/8/2012 21:00,-1551,-900,0,-115,-67
11/8/2012 22:00,-1371,-885,0,-18,-57
11/8/2012 23:00,-1288,-941,0,-10,14
11/9/2012 0:00,-1214,-1042,0,-26,384
11/9/2012 1:00,-1311,-948,0,-39,651
11/9/2012 2:00,-1283,-967,0,-80,606
11/9/2012 3:00,-1366,-910,0,-129,650
11/9/2012 4:00,-1378,-842,0,-97,863
11/9/2012 5:00,-1432,-810,0,-52,947
11/9/2012 6:00,-1554,-691,0,-44,302
11/9/2012 7:00,-1437,-803,0,29,248
11/9/2012 8:00,-1455,-776,0,-25,201
11/9/2012 9:00,-1587,-587,0,75,85
11/9/2012 10:00,-1526,-694,0,-26,224
11/9/2012 11:00,-1502,-710,0,0,166
11/9/2012 12:00,-1221,-500,0,34,270
11/9/2012 13:00,-909,-772,0,38,206
11/9/2012 14:00,-715,-829,0,43,202
11/9/2012 15:00,-709,-892,0,-27,100
11/9/2012 16:00,-727,-851,0,-39,108
11/9/2012 17:00,-871,-806,8,-52,-86
11/9/2012 18:00,-1013,-742,0,-108,-336
11/9/2012 19:00,-1297,-771,0,-64,-208
11/9/2012 20:00,-1285,-798,0,-111,38
11/9/2012 21:00,-1087,-952,0,-98,-151
11/9/2012 22:00,-1094,-951,0,-26,-76
11/9/2012 23:00,-1120,-965,0,-73,-31
11/10/2012 0:00,-1035,-1092,0,-25,-46
11/10/2012 1:00,-1141,-945,0,-126,-32
11/10/2012 2:00,-1065,-1044,0,-58,259
11/10/2012 3:00,-875,-959,0,-41,455
11/10/2012 4:00,-1212,-755,0,-37,73
11/10/2012 5:00,-1197,-763,0,-131,62
11/10/2012 6:00,-1217,-796,0,-81,-120
11/10/2012 7:00,-1203,-735,0,-94,-158
11/10/2012 8:00,-1234,-618,0,-95,-127
11/10/2012 9:00,-1338,-632,0,-94,-155
11/10/2012 10:00,-1390,-625,0,-57,-158
11/10/2012 11:00,-1416,-556,0,-24,-152
11/10/2012 12:00,-1573,-614,0,-117,-17
11/10/2012 13:00,-1563,-658,0,-145,-7
11/10/2012 14:00,-1481,-726,0,-116,-19
11/10/2012 15:00,-1396,-607,0,-56,-13
11/10/2012 16:00,-1039,-525,-2,-58,-287
11/10/2012 17:00,-852,-536,-2,-13,-559
11/10/2012 18:00,-771,-421,0,3,-558
11/10/2012 19:00,-962,-556,0,-2,-559
11/10/2012 20:00,-984,-619,0,-125,-552
11/10/2012 21:00,-1054,-726,0,-126,-370
11/10/2012 22:00,-1179,-756,0,-31,-637
11/10/2012 23:00,-1000,-925,0,-89,-554
11/11/2012 0:00,-876,-786,0,-89,84
11/11/2012 1:00,-836,-904,0,-122,95
11/11/2012 2:00,-887,-936,0,-114,54
11/11/2012 3:00,-995,-989,0,-71,53
11/11/2012 4:00,-1089,-933,0,-100,56
11/11/2012 5:00,-1058,-945,0,-118,72
11/11/2012 6:00,-1231,-754,0,-158,-165
11/11/2012 7:00,-1147,-490,0,-18,-32
11/11/2012 8:00,-1130,-387,0,3,-222
11/11/2012 9:00,-1293,-561,0,-36,-627
11/11/2012 10:00,-1406,-791,0,-40,-679
11/11/2012 11:00,-1194,-834,0,-86,-684
11/11/2012 12:00,-1205,-727,0,-93,-724
11/11/2012 13:00,-1051,-757,0,-94,-726
11/11/2012 14:00,-1069,-725,0,-13,-728
11/11/2012 15:00,-1270,-507,0,7,-726
11/11/2012 16:00,-981,-586,0,-41,-682
11/11/2012 17:00,-1074,-243,1,73,-676
11/11/2012 18:00,-1365,-157,0,-46,-676
11/11/2012 19:00,-1403,-290,0,-5,-679
11/11/2012 20:00,-1510,-416,0,-4,-650
11/11/2012 21:00,-1476,-393,0,-42,-686
11/11/2012 22:00,-1425,-317,0,-89,-708
11/11/2012 23:00,-1150,-336,0,-140,-648
11/12/2012 0:00,-742,-547,0,-132,-50
11/12/2012 1:00,-867,-504,0,-92,-38
11/12/2012 2:00,-874,-519,0,-71,9
11/12/2012 3:00,-871,-499,0,-117,114
11/12/2012 4:00,-941,-593,0,-124,9
11/12/2012 5:00,-864,-680,0,-65,-314
11/12/2012 6:00,-752,-531,0,-51,-473
11/12/2012 7:00,-422,-92,0,75,-204
11/12/2012 8:00,-640,-286,0,70,-49
11/12/2012 9:00,-1043,-205,0,64,-30
11/12/2012 10:00,-1315,-223,0,-112,-342
11/12/2012 11:00,-1437,-297,0,-112,-362
11/12/2012 12:00,-1466,-602,0,-116,-651
11/12/2012 13:00,-1394,-507,0,-130,-701
11/12/2012 14:00,-1442,-501,0,-119,-731
11/12/2012 15:00,-1275,-521,0,-101,-713
11/12/2012 16:00,-1142,-574,0,-134,3
11/12/2012 17:00,-1351,-570,0,-92,-347
11/12/2012 18:00,-1535,-532,0,-99,-534
11/12/2012 19:00,-1527,-648,0,-124,-625
11/12/2012 20:00,-1445,-677,0,-136,-628
11/12/2012 21:00,-1281,-722,0,-86,-626
11/12/2012 22:00,-1400,-616,0,9,-471
11/12/2012 23:00,-1528,-499,0,-109,-49
11/13/2012 0:00,-1506,-510,0,-102,189
11/13/2012 1:00,-1471,-539,0,-62,385
11/13/2012 2:00,-1413,-635,0,-44,431
11/13/2012 3:00,-1405,-665,0,-38,263
11/13/2012 4:00,-1263,-518,0,-41,222
11/13/2012 5:00,-1015,-497,0,-96,194
11/13/2012 6:00,-884,-506,0,-142,-115
11/13/2012 7:00,-1230,-174,0,-65,-42
11/13/2012 8:00,-1302,-96,0,-48,-205
11/13/2012 9:00,-1470,-278,0,-61,-505
11/13/2012 10:00,-1380,-362,0,-80,-654
11/13/2012 11:00,-1402,-357,0,-111,-658
11/13/2012 12:00,-1390,-311,0,-90,-663
11/13/2012 13:00,-1492,-359,0,-96,-648
11/13/2012 14:00,-1387,-421,0,-58,-649
11/13/2012 15:00,-1209,-432,0,-54,-637
11/13/2012 16:00,-716,-301,0,58,-270
11/13/2012 17:00,-900,-361,0,58,-407
11/13/2012 18:00,-1153,-383,0,12,-447
11/13/2012 19:00,-1196,-473,0,7,-556
11/13/2012 20:00,-1200,-503,0,-48,-559
11/13/2012 21:00,-1094,-600,0,-12,-635
11/13/2012 22:00,-899,-594,0,0,-626
11/13/2012 23:00,-979,-470,0,-60,-619
11/14/2012 0:00,-1116,-574,0,-124,-276
11/14/2012 1:00,-1234,-512,0,-134,-38
11/14/2012 2:00,-1358,-475,0,-133,-29
11/14/2012 3:00,-1444,-508,0,-140,-29
11/14/2012 4:00,-1412,-527,0,-134,-18
11/14/2012 5:00,-1220,-629,0,-134,242
11/14/2012 6:00,-1098,-470,0,-114,308
11/14/2012 7:00,-1342,-354,0,-15,305
11/14/2012 8:00,-1317,-236,0,2,291
11/14/2012 9:00,-1468,-339,0,-1,-230
11/14/2012 10:00,-1456,-442,0,-42,-358
11/14/2012 11:00,-1347,-637,0,-125,-411
11/14/2012 12:00,-1324,-776,0,-151,-668
11/14/2012 13:00,-1266,-826,0,-9,-499
11/14/2012 14:00,-1284,-843,0,4,-434
11/14/2012 15:00,-1288,-832,0,-10,-440
11/14/2012 16:00,-1205,-787,0,-2,-37
11/14/2012 17:00,-1098,-767,3,90,76
11/14/2012 18:00,-1027,-605,0,5,239
11/14/2012 19:00,-1113,-453,0,2,433
11/14/2012 20:00,-1287,-741,-1,2,-183
11/14/2012 21:00,-1145,-735,2,1,-435
11/14/2012 22:00,-1279,-711,0,-2,-625
11/14/2012 23:00,-1205,-768,1,-41,-603
11/15/2012 0:00,-1153,-767,13,-120,-75
11/15/2012 1:00,-1273,-741,-2,-92,-27
11/15/2012 2:00,-1416,-695,5,-78,-30
11/15/2012 3:00,-1537,-523,9,-133,-27
11/15/2012 4:00,-1527,-481,11,-135,-22
11/15/2012 5:00,-1519,-578,-1,-145,-120
11/15/2012 6:00,-1496,-572,6,-136,-442
11/15/2012 7:00,-1283,-540,5,-70,-340
11/15/2012 8:00,-1129,-392,8,-68,-257
11/15/2012 9:00,-1179,-457,-5,-76,-263
11/15/2012 10:00,-1121,-584,-10,-58,-413
11/15/2012 11:00,-1115,-724,0,-121,-482
11/15/2012 12:00,-1110,-714,-2,-63,-866
11/15/2012 13:00,-1141,-561,0,-92,-789
11/15/2012 14:00,-1074,-798,-4,-125,-503
11/15/2012 15:00,-1027,-848,2,-92,-28
11/15/2012 16:00,-734,-852,-1,-115,567
11/15/2012 17:00,-673,-875,-3,-94,505
11/15/2012 18:00,-1068,-732,0,-108,262
11/15/2012 19:00,-1124,-631,0,-26,117
11/15/2012 20:00,-1056,-744,2,-98,6
11/15/2012 21:00,-1038,-784,0,-78,5
11/15/2012 22:00,-1036,-777,0,-107,-3
11/15/2012 23:00,-1045,-714,3,-82,510
11/16/2012 0:00,-1051,-724,-1,-60,571
11/16/2012 1:00,-1163,-572,-4,-54,1018
11/16/2012 2:00,-1057,-640,-1,-44,1006
11/16/2012 3:00,-1057,-659,1,-35,1166
11/16/2012 4:00,-1065,-651,-1,-40,1087
11/16/2012 5:00,-981,-711,4,-45,977
11/16/2012 6:00,-908,-709,-1,-45,585
11/16/2012 7:00,-1032,-607,2,-90,136
11/16/2012 8:00,-955,-503,-1,-68,48
11/16/2012 9:00,-973,-626,-1,-116,35
11/16/2012 10:00,-1147,-589,-2,-134,-39
11/16/2012 11:00,-1127,-544,-1,-68,-84
11/16/2012 12:00,-1141,-473,0,-60,-310
11/16/2012 13:00,-958,-665,1,-84,-54
11/16/2012 14:00,-937,-717,-2,-53,-59
11/16/2012 15:00,-899,-712,-1,-59,-348
11/16/2012 16:00,-609,-805,3,-121,-871
11/16/2012 17:00,-616,-492,-1,-27,-1206
11/16/2012 18:00,-702,-399,-1,1,-779
11/16/2012 19:00,-895,-413,2,-40,-744
11/16/2012 20:00,-971,-469,0,-61,-908
11/16/2012 21:00,-956,-480,-3,-57,-868
11/16/2012 22:00,-895,-678,2,-51,-379
11/16/2012 23:00,-804,-733,2,-96,-19
11/17/2012 0:00,-785,-819,4,-112,49
11/17/2012 1:00,-850,-758,1,-70,74
11/17/2012 2:00,-1008,-579,5,-56,99
11/17/2012 3:00,-1003,-541,1,-66,75
11/17/2012 4:00,-947,-573,-1,-134,78
11/17/2012 5:00,-919,-760,1,-155,196
11/17/2012 6:00,-911,-730,0,-151,232
11/17/2012 7:00,-845,-784,-3,-81,87
11/17/2012 8:00,-858,-671,-2,-60,-16
11/17/2012 9:00,-902,-520,-1,-139,-130
11/17/2012 10:00,-928,-340,1,-137,-108
11/17/2012 11:00,-951,-312,0,-103,-172
11/17/2012 12:00,-877,-358,2,-76,-432
11/17/2012 13:00,-705,-375,1,-121,-302
11/17/2012 14:00,-679,-345,2,-115,-500
11/17/2012 15:00,-637,-433,2,-124,-501
11/17/2012 16:00,-441,-280,0,50,-253
11/17/2012 17:00,-498,-311,1,55,-350
11/17/2012 18:00,-742,-340,1,1,-711
11/17/2012 19:00,-874,-311,0,4,-956
11/17/2012 20:00,-664,-281,1,-136,-933
11/17/2012 21:00,-801,-431,-2,25,-639
11/17/2012 22:00,-875,-500,4,-117,-406
11/17/2012 23:00,-869,-643,0,-113,-10
11/18/2012 0:00,-989,-671,-4,-63,460
11/18/2012 1:00,-1051,-610,2,-75,470
11/18/2012 2:00,-1028,-622,-1,-66,470
11/18/2012 3:00,-1024,-612,-2,-80,461
11/18/2012 4:00,-1094,-675,0,-64,147
11/18/2012 5:00,-969,-746,0,-96,10
11/18/2012 6:00,-1057,-640,-1,-137,-377
11/18/2012 7:00,-1016,-620,-1,-81,-959
11/18/2012 8:00,-964,-494,1,-44,-729
11/18/2012 9:00,-1135,-579,2,-51,-1247
11/18/2012 10:00,-1142,-563,-1,-12,-1146
11/18/2012 11:00,-1031,-604,1,-29,-603
11/18/2012 12:00,-1071,-704,-2,-14,-852
11/18/2012 13:00,-1006,-726,2,-54,-576
11/18/2012 14:00,-943,-728,-1,-33,-306
11/18/2012 15:00,-909,-722,0,-17,-694
11/18/2012 16:00,-724,-818,0,-51,-995
11/18/2012 17:00,-914,-562,-3,71,-635
11/18/2012 18:00,-991,-743,-2,-76,-535
11/18/2012 19:00,-787,-726,-3,-55,-915
11/18/2012 20:00,-794,-679,2,-116,-717
11/18/2012 21:00,-1053,-607,2,-138,-991
11/18/2012 22:00,-1029,-695,-2,-144,-1201
11/18/2012 23:00,-974,-731,-3,-116,-1039
11/19/2012 0:00,-1057,-713,0,-68,-747
11/19/2012 1:00,-954,-825,3,-89,-106
11/19/2012 2:00,-972,-853,0,-67,-94
11/19/2012 3:00,-929,-940,0,-67,-70
11/19/2012 4:00,-987,-753,0,-52,-279
11/19/2012 5:00,-956,-523,3,-93,191
11/19/2012 6:00,-1087,-712,3,-133,-10
11/19/2012 7:00,-1087,-810,-2,-16,-459
11/19/2012 8:00,-791,-801,3,-77,-100
11/19/2012 9:00,-754,-786,-1,-50,4
11/19/2012 10:00,-984,-650,-3,-4,-108
11/19/2012 11:00,-974,-743,3,-94,-590
11/19/2012 12:00,-854,-752,1,-76,-582
11/19/2012 13:00,-920,-721,0,-102,-228
11/19/2012 14:00,-802,-804,0,-117,-144
11/19/2012 15:00,-673,-831,0,-125,-550
11/19/2012 16:00,-614,-1012,-1,-149,-155
11/19/2012 17:00,-644,-571,0,26,210
11/19/2012 18:00,-948,-558,4,26,65
11/19/2012 19:00,-867,-506,0,6,-8
11/19/2012 20:00,-765,-491,-1,4,-21
11/19/2012 21:00,-915,-600,0,-2,-864
11/19/2012 22:00,-734,-473,2,0,-34
11/19/2012 23:00,-857,-945,2,-130,-90
11/20/2012 0:00,-681,-1219,1,-55,294
11/20/2012 1:00,-793,-1152,3,-71,743
11/20/2012 2:00,-960,-1002,-1,-55,850
11/20/2012 3:00,-1007,-964,0,-101,951
11/20/2012 4:00,-1049,-922,-2,-116,941
11/20/2012 5:00,-1024,-932,-2,-88,549
11/20/2012 6:00,-826,-967,-4,-105,-81
11/20/2012 7:00,-778,-820,-2,-110,-464
11/20/2012 8:00,-829,-765,1,-115,-699
11/20/2012 9:00,-1069,-914,1,-87,-933
11/20/2012 10:00,-1065,-790,3,-50,-723
11/20/2012 11:00,-1133,-724,1,-50,-98
11/20/2012 12:00,-1213,-747,3,-46,308
11/20/2012 13:00,-1139,-854,1,-42,372
11/20/2012 14:00,-1090,-987,-1,-26,332
11/20/2012 15:00,-870,-1163,1,-97,-584
11/20/2012 16:00,-732,-1016,-2,-63,-835
11/20/2012 17:00,-630,-968,0,-63,-767
11/20/2012 18:00,-534,-895,0,-40,-881
11/20/2012 19:00,-327,-698,0,12,-349
11/20/2012 20:00,-181,-659,2,13,-54
11/20/2012 21:00,-534,-715,5,11,-777
11/20/2012 22:00,-348,-756,9,2,-1196
11/20/2012 23:00,-594,-606,-11,-61,-857
11/21/2012 0:00,-855,-464,3,-46,-991
11/21/2012 1:00,-894,-501,22,-64,-657
11/21/2012 2:00,-868,-699,26,-62,-1046
11/21/2012 3:00,-881,-618,14,-62,-729
11/21/2012 4:00,-840,-613,19,-42,-685
11/21/2012 5:00,-1024,-545,31,-102,-980
11/21/2012 6:00,-568,-430,-17,-31,-230
11/21/2012 7:00,-275,-314,-2,94,264
11/21/2012 8:00,-293,-269,7,18,82
11/21/2012 9:00,-555,-131,-6,0,-5
11/21/2012 10:00,-580,-482,-3,-16,-1022
11/21/2012 11:00,-670,-596,1,-28,-1245
11/21/2012 12:00,-590,-522,-1,-47,-1201
11/21/2012 13:00,-394,-530,0,-6,-1222
11/21/2012 14:00,-308,-622,2,-27,-1223
11/21/2012 15:00,-452,-412,-1,2,-1226
11/21/2012 16:00,-373,-192,4,4,-1243
11/21/2012 17:00,-197,-90,-1,98,-984
11/21/2012 18:00,-207,-235,2,36,-602
11/21/2012 19:00,-25,-454,3,15,-570
11/21/2012 20:00,-180,-475,-4,-2,-605
11/21/2012 21:00,24,-620,3,9,-1271
11/21/2012 22:00,-165,-633,1,6,-1334
11/21/2012 23:00,-565,-716,9,-89,-1300
11/22/2012 0:00,-585,-851,24,-112,-981
11/22/2012 1:00,-713,-1316,-7,-60,-1126
11/22/2012 2:00,-800,-1234,-13,-54,-758
11/22/2012 3:00,-960,-1303,14,-98,-656
11/22/2012 4:00,-1097,-1072,14,-99,-197
11/22/2012 5:00,-1088,-1030,17,-116,-226
11/22/2012 6:00,-764,-972,46,-74,4
11/22/2012 7:00,-657,-678,20,-13,194
11/22/2012 8:00,-707,-554,33,-37,-59
11/22/2012 9:00,-714,-558,41,-53,-38
11/22/2012 10:00,-1020,-791,20,-84,-596
11/22/2012 11:00,-993,-670,-5,-55,-1064
11/22/2012 12:00,-1082,-982,2,-37,-1101
11/22/2012 13:00,-1066,-1085,1,-80,-1164
11/22/2012 14:00,-750,-1085,-6,-16,-1166
11/22/2012 15:00,-637,-976,1,-3,-1270
11/22/2012 16:00,-475,-983,0,89,-1203
11/22/2012 17:00,-451,-1021,10,-49,-1185
11/22/2012 18:00,-781,-1095,-8,-47,-1144
11/22/2012 19:00,-1032,-1107,1,-67,-1135
11/22/2012 20:00,-1010,-1123,12,-81,-981
11/22/2012 21:00,-1038,-1273,53,-79,-728
11/22/2012 22:00,-972,-1093,1,-70,-53
11/22/2012 23:00,-1059,-1038,0,-84,389
11/23/2012 0:00,-1097,-993,0,-64,594
11/23/2012 1:00,-1072,-1039,0,-61,884
11/23/2012 2:00,-996,-1143,0,-56,966
11/23/2012 3:00,-956,-1129,0,-61,984
11/23/2012 4:00,-986,-1029,0,-53,1095
11/23/2012 5:00,-1174,-988,0,-58,921
11/23/2012 6:00,-1085,-1072,0,-45,616
11/23/2012 7:00,-1114,-958,0,-7,502
11/23/2012 8:00,-1157,-790,0,32,504
11/23/2012 9:00,-1189,-919,0,48,393
11/23/2012 10:00,-1056,-1115,0,9,119
11/23/2012 11:00,-1032,-1180,0,2,130
11/23/2012 12:00,-927,-1128,2,46,139
11/23/2012 13:00,-971,-1234,2,-2,-56
11/23/2012 14:00,-1016,-1219,0,64,-332
11/23/2012 15:00,-894,-1312,4,80,-823
11/23/2012 16:00,-794,-1142,3,90,-1065
11/23/2012 17:00,-672,-820,1,59,-1113
11/23/2012 18:00,-1000,-911,2,55,-1058
11/23/2012 19:00,-1149,-935,1,63,-814
11/23/2012 20:00,-1200,-1186,1,89,-480
11/23/2012 21:00,-1052,-1273,4,20,26
11/23/2012 22:00,-911,-1196,-2,82,597
11/23/2012 23:00,-821,-1321,5,-17,640
11/24/2012 0:00,-844,-1267,1,-44,794
11/24/2012 1:00,-885,-1250,0,-38,1174
11/24/2012 2:00,-969,-1270,-6,-36,1113
11/24/2012 3:00,-765,-1008,2,-20,980
11/24/2012 4:00,-1069,-569,-1,-27,1158
11/24/2012 5:00,-1026,-547,0,-27,1278
11/24/2012 6:00,-1084,-586,1,-46,1124
11/24/2012 7:00,-1105,-597,1,76,663
11/24/2012 8:00,-989,-700,0,-25,637
11/24/2012 9:00,-835,-845,-2,-32,561
11/24/2012 10:00,-905,-956,-1,78,505
11/24/2012 11:00,-897,-901,-3,88,-37
11/24/2012 12:00,-1001,-892,0,61,-181
11/24/2012 13:00,-966,-909,-2,-8,-272
11/24/2012 14:00,-915,-1064,-2,-48,-298
11/24/2012 15:00,-872,-1099,1,-53,-921
11/24/2012 16:00,-580,-1073,3,-41,-1307
11/24/2012 17:00,-520,-713,-1,-4,-1260
11/24/2012 18:00,-334,-512,-3,93,-786
11/24/2012 19:00,-793,-791,3,16,-1252
11/24/2012 20:00,-957,-764,0,1,-1129
11/24/2012 21:00,-994,-999,0,-44,-1000
11/24/2012 22:00,-1213,-1026,0,-21,-387
11/24/2012 23:00,-1052,-1020,1,-67,251
11/25/2012 0:00,-1159,-1069,-4,-21,690
11/25/2012 1:00,-1006,-1131,-1,-39,680
11/25/2012 2:00,-1025,-1091,-1,-45,926
11/25/2012 3:00,-1055,-1030,-4,-42,992
11/25/2012 4:00,-1003,-1096,0,-24,902
11/25/2012 5:00,-920,-1190,-3,-29,639
11/25/2012 6:00,-902,-1194,-1,-14,270
11/25/2012 7:00,-878,-1168,-1,63,-451
11/25/2012 8:00,-880,-1072,-2,77,-576
11/25/2012 9:00,-950,-873,5,6,-513
11/25/2012 10:00,-1090,-937,-2,4,-955
11/25/2012 11:00,-1118,-873,-1,24,-1060
11/25/2012 12:00,-1129,-881,-1,15,-881
11/25/2012 13:00,-1091,-917,2,15,-879
11/25/2012 14:00,-980,-721,0,21,-292
11/25/2012 15:00,-997,-791,-3,59,-747
11/25/2012 16:00,-891,-873,0,95,-1108
11/25/2012 17:00,-927,-900,-1,26,-1197
11/25/2012 18:00,-1005,-821,3,-28,-932
11/25/2012 19:00,-1018,-705,0,-44,-252
11/25/2012 20:00,-1003,-718,-2,-9,72
11/25/2012 21:00,-1072,-688,2,44,191
11/25/2012 22:00,-1218,-687,1,87,525
11/25/2012 23:00,-1149,-480,1,-17,480
11/26/2012 0:00,-1203,-591,3,-73,496
11/26/2012 1:00,-1280,-589,0,-66,597
11/26/2012 2:00,-1265,-768,-3,-64,574
11/26/2012 3:00,-1330,-661,5,-54,578
11/26/2012 4:00,-1226,-734,-1,-47,902
11/26/2012 5:00,-1143,-837,-2,-47,483
11/26/2012 6:00,-898,-1053,-2,-17,-106
11/26/2012 7:00,-871,-691,0,23,-813
11/26/2012 8:00,-1037,-348,-2,18,-497
11/26/2012 9:00,-1157,-518,-5,9,-144
11/26/2012 10:00,-1043,-317,3,20,23
11/26/2012 11:00,-1113,-616,-1,70,-123
11/26/2012 12:00,-1144,-638,6,57,73
11/26/2012 13:00,-1147,-662,3,-4,101
11/26/2012 14:00,-1081,-695,-5,32,124
11/26/2012 15:00,-1007,-764,3,17,-345
11/26/2012 16:00,-777,-793,2,7,-357
11/26/2012 17:00,-881,-395,-2,26,-543
11/26/2012 18:00,-1041,-520,1,-4,-616
11/26/2012 19:00,-989,-481,6,2,-269
11/26/2012 20:00,-1148,-525,-1,13,-68
11/26/2012 21:00,-1077,-742,3,114,-244
11/26/2012 22:00,-1121,-724,5,121,280
11/26/2012 23:00,-1194,-715,3,-49,600
11/27/2012 0:00,-1041,-600,4,-38,852
11/27/2012 1:00,-1041,-566,1,-25,1203
11/27/2012 2:00,-1085,-590,-2,-20,1226
11/27/2012 3:00,-1126,-594,3,-46,1227
11/27/2012 4:00,-980,-779,-4,-71,1217
11/27/2012 5:00,-839,-876,-2,-61,831
11/27/2012 6:00,-928,-850,2,-21,266
11/27/2012 7:00,-1045,-617,-3,81,-135
11/27/2012 8:00,-1178,-692,4,54,-115
11/27/2012 9:00,-1135,-711,4,45,-335
11/27/2012 10:00,-1174,-764,4,47,-112
11/27/2012 11:00,-1103,-791,1,26,-109
11/27/2012 12:00,-1134,-686,-2,38,128
11/27/2012 13:00,-1011,-778,-3,14,372
11/27/2012 14:00,-940,-636,0,40,632
11/27/2012 15:00,-935,-901,2,41,6
11/27/2012 16:00,-870,-911,0,54,-595
11/27/2012 17:00,-999,-776,2,-7,-760
11/27/2012 18:00,-999,-699,1,-8,-1037
11/27/2012 19:00,-1024,-574,2,-12,-822
11/27/2012 20:00,-1028,-588,3,-85,-932
11/27/2012 21:00,-1033,-662,6,-105,-1087
11/27/2012 22:00,-1083,-623,1,-68,-847
11/27/2012 23:00,-1134,-657,0,-65,-490
11/28/2012 0:00,-981,-679,-1,-119,-132
11/28/2012 1:00,-993,-634,-2,-128,183
11/28/2012 2:00,-970,-725,0,-104,125
11/28/2012 3:00,-958,-647,-1,-112,101
11/28/2012 4:00,-784,-521,-3,-64,312
11/28/2012 5:00,-967,-619,2,-108,-511
11/28/2012 6:00,-864,-793,0,-129,-1007
11/28/2012 7:00,-918,-527,0,-129,-1194
11/28/2012 8:00,-838,-358,-2,-80,-1158
