date,importexport_1 (MW),importexport_2 (MW),importexport_3 (MW),importexport_4 (MW),importexport_5 (MW)
2/18/2012 23:00,-1189,-867,23,54,-59
2/19/2012 0:00,-1160,-979,-13,87,146
2/19/2012 1:00,-959,-1111,10,-88,471
2/19/2012 2:00,-851,-1216,24,-89,408
2/19/2012 3:00,-892,-1190,26,-119,532
2/19/2012 4:00,-819,-1159,69,-167,476
2/19/2012 5:00,-897,-1177,-27,-104,461
2/19/2012 6:00,-931,-1131,-21,-105,246
2/19/2012 7:00,-1046,-1202,44,-106,83
2/19/2012 8:00,-1091,-1209,51,-106,-39
2/19/2012 9:00,-1191,-1126,-10,-64,-242
2/19/2012 10:00,-1177,-1013,-1,-60,-535
2/19/2012 11:00,-1150,-1096,-68,-31,-504
2/19/2012 12:00,-1091,-1264,-66,-44,-478
2/19/2012 13:00,-1144,-1165,-85,-14,-703
2/19/2012 14:00,-1119,-1043,-118,50,-1126
2/19/2012 15:00,-1137,-1175,-92,-24,-995
2/19/2012 16:00,-1109,-1220,-115,44,-1488
2/19/2012 17:00,-963,-1110,-108,61,-1685
2/19/2012 18:00,-923,-1222,-78,55,-1691
2/19/2012 19:00,-948,-1199,-65,43,-1682
2/19/2012 20:00,-1156,-1135,-38,39,-1418
2/19/2012 21:00,-1040,-1019,-54,7,-828
2/19/2012 22:00,-1095,-975,38,-84,-290
2/19/2012 23:00,-1112,-970,74,-152,-63
2/20/2012 0:00,-1039,-1015,15,-92,168
2/20/2012 1:00,-1041,-1054,71,-124,259
2/20/2012 2:00,-1075,-1053,78,-136,278
2/20/2012 3:00,-1035,-978,51,-104,407
2/20/2012 4:00,-1052,-1018,63,-146,414
2/20/2012 5:00,-999,-1116,81,-142,170
2/20/2012 6:00,-1036,-1021,36,-92,-444
2/20/2012 7:00,-1086,-1273,-40,24,-1348
2/20/2012 8:00,-1058,-1082,-65,81,-1415
2/20/2012 9:00,-1201,-923,-54,39,-743
2/20/2012 10:00,-1261,-698,2,58,-1043
2/20/2012 11:00,-1130,-586,40,12,-1111
2/20/2012 12:00,-984,-456,-2,25,-1190
2/20/2012 13:00,-1036,-416,-22,46,-513
2/20/2012 14:00,-1088,-360,-10,34,-357
2/20/2012 15:00,-1074,-333,68,4,-527
2/20/2012 16:00,-928,-465,75,-72,-135
2/20/2012 17:00,-731,-752,21,1,-551
2/20/2012 18:00,-846,-633,22,35,-780
2/20/2012 19:00,-885,-588,3,29,-212
2/20/2012 20:00,-971,-476,11,-31,-124
2/20/2012 21:00,-1031,-356,-85,105,-55
2/20/2012 22:00,-970,-388,42,-48,-58
2/20/2012 23:00,-818,-544,-77,79,22
2/21/2012 0:00,-779,-640,-33,-72,381
2/21/2012 1:00,-767,-673,-107,-12,211
2/21/2012 2:00,-733,-724,27,-90,211
2/21/2012 3:00,-824,-661,17,-96,378
2/21/2012 4:00,-918,-632,59,-24,512
2/21/2012 5:00,-964,-565,79,-38,192
2/21/2012 6:00,-924,-536,26,-22,-52
2/21/2012 7:00,-966,-365,-75,-16,-123
2/21/2012 8:00,-1088,-427,-69,-20,-124
2/21/2012 9:00,-987,-359,-74,-9,-124
2/21/2012 10:00,-927,-407,-6,-54,-152
2/21/2012 11:00,-858,-266,-25,-8,-159
2/21/2012 12:00,-983,-440,-21,-46,-624
2/21/2012 13:00,-923,-301,-27,-60,-689
2/21/2012 14:00,-974,-555,-26,-52,-1086
2/21/2012 15:00,-908,-501,-83,-14,-956
2/21/2012 16:00,-936,-639,-50,-54,-1089
2/21/2012 17:00,-861,-991,-48,-36,-1550
2/21/2012 18:00,-804,-1025,-8,8,-1584
2/21/2012 19:00,-567,-994,21,-12,-1582
2/21/2012 20:00,-689,-728,-77,28,-1567
2/21/2012 21:00,-869,-561,-66,16,-1573
2/21/2012 22:00,-810,-435,-12,-105,-1568
2/21/2012 23:00,-819,-811,78,-21,-1572
2/22/2012 0:00,-924,-907,28,56,-1131
2/22/2012 1:00,-1009,-826,44,60,-801
2/22/2012 2:00,-910,-656,-65,-44,-265
2/22/2012 3:00,-1036,-735,56,-28,-199
2/22/2012 4:00,-948,-667,79,-4,-204
2/22/2012 5:00,-907,-773,35,27,-799
2/22/2012 6:00,-811,-655,-51,8,-895
2/22/2012 7:00,-846,-676,7,35,-1285
2/22/2012 8:00,-802,-638,-66,-50,-1605
2/22/2012 9:00,-755,-666,-77,-37,-1626
2/22/2012 10:00,-672,-810,13,-74,-1635
2/22/2012 11:00,-661,-800,21,-81,-1635
2/22/2012 12:00,-441,-566,-56,-36,-1679
2/22/2012 13:00,-489,-752,-45,-80,-1659
2/22/2012 14:00,-593,-685,-36,-84,-1426
2/22/2012 15:00,-584,-729,-40,-75,-1159
2/22/2012 16:00,-641,-914,11,-120,-1444
2/22/2012 17:00,-791,-710,-30,-92,-1601
2/22/2012 18:00,-750,-704,2,-134,-1601
2/22/2012 19:00,-866,-751,6,-132,-1591
2/22/2012 20:00,-939,-603,-51,-82,-1288
2/22/2012 21:00,-1080,-741,14,-122,-1575
2/22/2012 22:00,-908,-446,-29,-94,-540
2/22/2012 23:00,-833,-776,-35,-83,-719
2/23/2012 0:00,-1057,-1043,71,4,-433
2/23/2012 1:00,-1159,-979,83,-18,129
2/23/2012 2:00,-1142,-1009,79,-50,192
2/23/2012 3:00,-1078,-996,-1,-10,183
2/23/2012 4:00,-1109,-1015,-11,5,185
2/23/2012 5:00,-988,-1088,38,-10,73
2/23/2012 6:00,-773,-927,-61,21,-170
2/23/2012 7:00,-730,-898,-70,17,-840
2/23/2012 8:00,-763,-851,-53,-32,-1033
2/23/2012 9:00,-750,-798,-68,-14,-789
2/23/2012 10:00,-895,-744,-70,-47,-990
2/23/2012 11:00,-843,-683,-34,-104,-740
2/23/2012 12:00,-745,-729,26,-104,-919
2/23/2012 13:00,-979,-869,18,-129,-1128
2/23/2012 14:00,-679,-871,9,-128,-1116
2/23/2012 15:00,-765,-848,-5,-118,-1102
2/23/2012 16:00,-698,-927,-17,-98,-1116
2/23/2012 17:00,-542,-1016,2,-133,-1117
2/23/2012 18:00,-516,-925,-31,-95,-960
2/23/2012 19:00,-821,-914,-5,-76,-957
2/23/2012 20:00,-820,-764,9,-116,-960
2/23/2012 21:00,-819,-676,6,-153,-962
2/23/2012 22:00,-999,-583,50,-102,-366
2/23/2012 23:00,-1100,-718,2,-84,-173
2/24/2012 0:00,-775,-529,-81,-31,282
2/24/2012 1:00,-764,-732,-3,-134,464
2/24/2012 2:00,-868,-751,1,-151,668
2/24/2012 3:00,-730,-701,-8,-134,705
2/24/2012 4:00,-636,-814,-2,-132,286
2/24/2012 5:00,-625,-906,-10,-106,-56
2/24/2012 6:00,-693,-890,-60,22,-746
2/24/2012 7:00,-728,-805,-69,-50,-415
2/24/2012 8:00,-675,-866,-70,14,-992
2/24/2012 9:00,-402,-687,-58,-36,-1174
2/24/2012 10:00,-251,-650,-29,-88,-915
2/24/2012 11:00,-178,-652,-6,-104,-644
2/24/2012 12:00,-504,-882,-37,-78,-1122
2/24/2012 13:00,-616,-962,-27,-68,-882
2/24/2012 14:00,-779,-708,-36,-18,-513
2/24/2012 15:00,-820,-600,-54,-84,-265
2/24/2012 16:00,-491,-527,-89,-48,-210
2/24/2012 17:00,-411,-787,-88,-63,-626
2/24/2012 18:00,-617,-1047,-41,-95,-1357
2/24/2012 19:00,-814,-851,-58,-62,-962
2/24/2012 20:00,-964,-636,2,-82,-417
2/24/2012 21:00,-1104,-597,-9,69,-194
2/24/2012 22:00,-1102,-717,-49,85,-68
2/24/2012 23:00,-890,-998,-66,17,-65
2/25/2012 0:00,-754,-1071,-23,-3,151
2/25/2012 1:00,-885,-981,-88,9,712
2/25/2012 2:00,-845,-1025,-108,-3,867
2/25/2012 3:00,-805,-1016,-105,3,858
2/25/2012 4:00,-654,-1129,-105,5,846
2/25/2012 5:00,-749,-1112,26,-9,903
2/25/2012 6:00,-873,-951,-101,11,692
2/25/2012 7:00,-947,-778,-106,-1,185
2/25/2012 8:00,-1173,-716,-106,8,183
2/25/2012 9:00,-1139,-814,-106,-4,165
2/25/2012 10:00,-1088,-877,-104,7,163
2/25/2012 11:00,-969,-885,-106,-5,162
2/25/2012 12:00,-678,-1045,28,51,-56
2/25/2012 13:00,-780,-1164,-1,11,-45
2/25/2012 14:00,-745,-1103,-105,-1,-61
2/25/2012 15:00,-651,-1112,-41,-7,-60
2/25/2012 16:00,-598,-1151,-103,13,-63
2/25/2012 17:00,-652,-1188,-107,-12,-66
2/25/2012 18:00,-727,-1102,-111,-13,-64
2/25/2012 19:00,-1030,-921,-103,-1,-62
2/25/2012 20:00,-1001,-802,-104,11,-67
2/25/2012 21:00,-1132,-711,-118,-13,-53
2/25/2012 22:00,-1028,-741,-117,2,-55
2/25/2012 23:00,-927,-810,-99,4,-56
2/26/2012 0:00,-970,-895,41,0,150
2/26/2012 1:00,-1075,-767,-97,14,530
2/26/2012 2:00,-1020,-796,-104,6,597
2/26/2012 3:00,-1021,-607,-94,2,636
2/26/2012 4:00,-921,-708,-96,2,565
2/26/2012 5:00,-929,-734,-99,11,177
2/26/2012 6:00,-940,-625,-99,-1,-431
2/26/2012 7:00,-892,-497,-105,-6,-921
2/26/2012 8:00,-888,-601,-86,-38,-846
2/26/2012 9:00,-875,-523,14,-64,-628
2/26/2012 10:00,-939,-523,-29,-52,-227
2/26/2012 11:00,-834,-647,44,-118,-95
2/26/2012 12:00,-603,-713,72,-94,-81
2/26/2012 13:00,-692,-790,66,-189,-116
2/26/2012 14:00,-531,-847,75,-194,-120
2/26/2012 15:00,-543,-881,50,-141,-121
2/26/2012 16:00,-548,-866,43,-176,-133
2/26/2012 17:00,-487,-852,-2,-162,-556
2/26/2012 18:00,-582,-862,-2,-134,-1100
2/26/2012 19:00,-585,-942,-1,-134,-926
2/26/2012 20:00,-643,-746,15,-160,-472
2/26/2012 21:00,-678,-728,2,-136,-843
2/26/2012 22:00,-765,-664,-7,-141,-364
2/26/2012 23:00,-725,-731,60,-172,-126
2/27/2012 0:00,-559,-954,-37,-92,148
2/27/2012 1:00,-728,-770,47,-64,530
2/27/2012 2:00,-672,-836,8,-135,584
2/27/2012 3:00,-709,-978,15,-165,587
2/27/2012 4:00,-681,-992,33,-112,711
2/27/2012 5:00,-587,-1086,-19,-54,186
2/27/2012 6:00,-729,-955,-34,-62,-69
2/27/2012 7:00,-709,-836,-23,-88,-233
2/27/2012 8:00,-745,-605,-19,-17,-45
2/27/2012 9:00,-798,-570,30,-108,-73
2/27/2012 10:00,-895,-516,-33,-72,-1
2/27/2012 11:00,-796,-409,3,-98,17
2/27/2012 12:00,-694,-698,-30,-87,-54
2/27/2012 13:00,-536,-720,-19,-17,-114
2/27/2012 14:00,-709,-613,-26,-66,93
2/27/2012 15:00,-742,-614,13,-108,-141
2/27/2012 16:00,-645,-739,5,-88,-140
2/27/2012 17:00,-625,-816,-1,-95,-131
2/27/2012 18:00,-738,-665,3,-104,-146
2/27/2012 19:00,-926,-505,-28,-34,-151
2/27/2012 20:00,-959,-449,-33,-39,-150
2/27/2012 21:00,-1056,-376,-37,-41,-159
2/27/2012 22:00,-995,-456,15,-116,-159
2/27/2012 23:00,-1066,-661,-37,-69,-93
2/28/2012 0:00,-1004,-564,-41,-70,224
2/28/2012 1:00,-1017,-678,-2,-129,299
2/28/2012 2:00,-888,-630,-39,-58,650
2/28/2012 3:00,-962,-747,-40,-46,801
2/28/2012 4:00,-980,-817,-1,-76,366
2/28/2012 5:00,-952,-899,24,-139,97
2/28/2012 6:00,-1063,-809,-43,-66,-109
2/28/2012 7:00,-717,-659,-30,-60,-151
2/28/2012 8:00,-824,-568,-54,9,-96
2/28/2012 9:00,-979,-406,-21,2,-150
2/28/2012 10:00,-1165,-260,-11,-40,-127
2/28/2012 11:00,-996,-359,-14,-74,-129
2/28/2012 12:00,-824,-340,-19,-56,-126
2/28/2012 13:00,-913,-458,-7,-116,-123
2/28/2012 14:00,-1060,-495,-14,-127,-112
2/28/2012 15:00,-1087,-462,30,-128,-115
2/28/2012 16:00,-943,-608,56,-134,-142
2/28/2012 17:00,-766,-758,-11,-86,-672
2/28/2012 18:00,-879,-648,-40,-84,-873
2/28/2012 19:00,-921,-700,-99,-38,-1146
2/28/2012 20:00,-864,-462,-42,-80,-1017
2/28/2012 21:00,-1120,-461,-32,-102,-758
2/28/2012 22:00,-1208,-266,-28,-92,-321
2/28/2012 23:00,-1331,-316,-50,-86,-134
2/29/2012 0:00,-1277,-458,-44,-102,162
2/29/2012 1:00,-1395,-400,-69,-64,570
2/29/2012 2:00,-1380,-505,-33,-108,591
2/29/2012 3:00,-1076,-719,-33,-106,189
2/29/2012 4:00,-1226,-725,-18,-112,180
2/29/2012 5:00,-1161,-824,-1,-145,-32
2/29/2012 6:00,-1002,-653,-23,-86,-309
2/29/2012 7:00,-938,-591,-15,-124,-100
2/29/2012 8:00,-963,-702,-24,-70,-60
2/29/2012 9:00,-1098,-270,-27,-104,-62
2/29/2012 10:00,-1076,-338,-38,-14,-64
2/29/2012 11:00,-1120,-391,-17,-5,-71
2/29/2012 12:00,-1270,-324,-14,-56,-73
2/29/2012 13:00,-1268,-303,-13,-117,-72
2/29/2012 14:00,-1237,-312,-31,-33,-68
2/29/2012 15:00,-1271,-305,-17,-48,-67
2/29/2012 16:00,-1248,-213,-24,-104,-74
2/29/2012 17:00,-1237,-276,-32,-108,-255
2/29/2012 18:00,-1251,-394,-22,-77,-391
2/29/2012 19:00,-1173,-327,-7,-124,-314
2/29/2012 20:00,-1235,-462,-26,-72,-67
2/29/2012 21:00,-1280,-474,-13,-56,-87
2/29/2012 22:00,-1337,-537,-30,-76,-68
2/29/2012 23:00,-1265,-575,-18,-12,-61
3/1/2012 0:00,-1314,-762,-39,-62,273
3/1/2012 1:00,-1200,-883,-47,-70,362
3/1/2012 2:00,-1167,-883,-52,-30,530
3/1/2012 3:00,-1056,-1066,-21,-79,562
3/1/2012 4:00,-1023,-1052,-16,-87,394
3/1/2012 5:00,-1064,-955,-44,-46,122
3/1/2012 6:00,-1200,-732,-61,-22,10
3/1/2012 7:00,-1060,-556,-22,8,-62
3/1/2012 8:00,-1033,-579,-20,-63,-66
3/1/2012 9:00,-1125,-542,-6,-33,-75
3/1/2012 10:00,-1132,-515,-19,-98,-71
3/1/2012 11:00,-1103,-501,-28,-118,-39
3/1/2012 12:00,-1105,-493,-20,-104,-40
3/1/2012 13:00,-1167,-443,-21,-29,-41
3/1/2012 14:00,-1072,-366,-2,-93,-40
3/1/2012 15:00,-993,-354,-19,-90,-3
3/1/2012 16:00,-1049,-497,1,-102,-59
3/1/2012 17:00,-938,-641,-21,-106,-9
3/1/2012 18:00,-853,-586,1,-95,42
3/1/2012 19:00,-896,-624,-31,-110,-146
3/1/2012 20:00,-970,-562,-33,-15,-70
3/1/2012 21:00,-1025,-650,-70,11,-92
3/1/2012 22:00,-1038,-551,-66,-54,-54
3/1/2012 23:00,-931,-659,-25,-78,-44
3/2/2012 0:00,-1323,-521,18,-57,444
3/2/2012 1:00,-1309,-528,-65,-40,468
3/2/2012 2:00,-1348,-529,-11,-105,557
3/2/2012 3:00,-1146,-719,-18,-112,583
3/2/2012 4:00,-998,-846,-18,-107,616
3/2/2012 5:00,-990,-840,-16,-97,638
3/2/2012 6:00,-1058,-662,47,-40,356
3/2/2012 7:00,-1067,-669,49,-87,342
3/2/2012 8:00,-909,-720,34,-133,225
3/2/2012 9:00,-1028,-711,-16,-82,347
3/2/2012 10:00,-1080,-819,-17,-98,284
3/2/2012 11:00,-1092,-642,-28,-114,282
3/2/2012 12:00,-1131,-686,-106,-12,52
3/2/2012 13:00,-1163,-705,-47,-82,97
3/2/2012 14:00,-1143,-707,-49,-84,142
3/2/2012 15:00,-1117,-741,-79,-60,59
3/2/2012 16:00,-1116,-749,-78,-56,96
3/2/2012 17:00,-1085,-723,-88,-46,-23
3/2/2012 18:00,-1060,-806,-88,-38,-20
3/2/2012 19:00,-1160,-740,-104,-2,-27
3/2/2012 20:00,-1057,-805,-102,-28,-22
3/2/2012 21:00,-1085,-774,-51,-48,-21
3/2/2012 22:00,-1057,-840,-71,-68,65
3/2/2012 23:00,-932,-994,-56,-95,83
3/3/2012 0:00,-1056,-919,-53,-76,696
3/3/2012 1:00,-989,-924,-33,-102,495
3/3/2012 2:00,-1025,-844,-7,-125,767
3/3/2012 3:00,-1046,-1031,-24,-91,777
3/3/2012 4:00,-1073,-990,-19,-86,807
3/3/2012 5:00,-1064,-1038,-16,-86,529
3/3/2012 6:00,-1118,-1028,-22,-90,304
3/3/2012 7:00,-1125,-1080,0,-108,278
3/3/2012 8:00,-1064,-971,-51,-83,252
3/3/2012 9:00,-1208,-891,-13,-88,213
3/3/2012 10:00,-1264,-753,-18,-100,213
3/3/2012 11:00,-1204,-784,-3,-121,203
3/3/2012 12:00,-1239,-833,-4,-124,-24
3/3/2012 13:00,-1186,-915,-25,-101,112
3/3/2012 14:00,-1117,-999,-50,-66,119
3/3/2012 15:00,-1043,-873,-36,-96,124
3/3/2012 16:00,-976,-973,-18,-113,27
3/3/2012 17:00,-764,-1107,-32,-96,-479
3/3/2012 18:00,-995,-979,-34,-100,-713
3/3/2012 19:00,-1161,-855,-30,-97,-1051
3/3/2012 20:00,-1254,-737,-34,-98,-922
3/3/2012 21:00,-1241,-716,-31,-86,-427
3/3/2012 22:00,-1145,-748,-29,-92,-184
3/3/2012 23:00,-1210,-869,-78,-12,30
3/4/2012 0:00,-1036,-927,-94,-8,427
3/4/2012 1:00,-951,-1003,-97,-12,449
3/4/2012 2:00,-1051,-1029,-89,-34,454
3/4/2012 3:00,-1020,-1047,-35,-88,452
3/4/2012 4:00,-1118,-907,-31,-84,396
3/4/2012 5:00,-1162,-1025,-17,-104,-607
3/4/2012 6:00,-1086,-1086,-99,-31,-396
3/4/2012 7:00,-877,-1292,-107,-16,-470
3/4/2012 8:00,-1108,-1000,-75,-52,-436
3/4/2012 9:00,-1113,-982,-84,-42,-499
3/4/2012 10:00,-1041,-925,-105,-38,-428
3/4/2012 11:00,-935,-1001,-106,-58,-295
3/4/2012 12:00,-977,-940,-7,-146,-742
3/4/2012 13:00,-961,-853,-12,-120,-499
3/4/2012 14:00,-953,-977,-4,-74,-349
3/4/2012 15:00,-1006,-1241,-32,-88,-788
3/4/2012 16:00,-1055,-1238,-75,-40,-1418
3/4/2012 17:00,-851,-1131,-86,1,-1564
3/4/2012 18:00,-781,-1130,-1,-12,-1444
3/4/2012 19:00,-779,-966,1,-7,-1393
3/4/2012 20:00,-789,-972,0,-19,-1487
3/4/2012 21:00,-1071,-1034,-20,-76,-1276
3/4/2012 22:00,-1030,-1098,-56,-82,-1133
3/4/2012 23:00,-1100,-1114,-30,-5,-1335
3/5/2012 0:00,-1107,-1184,-75,-28,-819
3/5/2012 1:00,-1126,-1107,-58,-52,-342
3/5/2012 2:00,-947,-1276,-55,-74,-235
3/5/2012 3:00,-955,-1334,-60,-62,125
3/5/2012 4:00,-918,-1355,-55,-70,130
3/5/2012 5:00,-929,-1338,-59,-64,-547
3/5/2012 6:00,-1162,-946,-58,-76,-583
3/5/2012 7:00,-1014,-1015,-57,-96,-458
3/5/2012 8:00,-1183,-806,-31,-80,-171
3/5/2012 9:00,-1223,-656,-41,-82,-101
3/5/2012 10:00,-953,-862,-29,-100,-447
3/5/2012 11:00,-929,-813,-39,-98,-411
3/5/2012 12:00,-938,-807,-31,-42,-232
3/5/2012 13:00,-782,-948,-85,33,-899
3/5/2012 14:00,-912,-841,-32,-80,-671
3/5/2012 15:00,-1058,-631,-22,-108,-543
3/5/2012 16:00,-991,-638,-11,-128,-642
3/5/2012 17:00,-966,-517,-52,-100,-1123
3/5/2012 18:00,-944,-504,-6,-56,-943
3/5/2012 19:00,-1144,-442,-11,-45,-1415
3/5/2012 20:00,-993,-614,-6,-40,-1318
3/5/2012 21:00,-983,-653,-29,-90,-828
3/5/2012 22:00,-881,-861,-33,-97,-1097
3/5/2012 23:00,-824,-1140,-32,-95,-1587
3/6/2012 0:00,-813,-1036,-58,-91,-1278
3/6/2012 1:00,-797,-1020,-1,-132,-767
3/6/2012 2:00,-956,-869,-23,-94,-841
3/6/2012 3:00,-1140,-527,-58,-60,-323
3/6/2012 4:00,-1136,-533,-59,-54,-43
3/6/2012 5:00,-1173,-603,-53,-50,-874
3/6/2012 6:00,-1130,-620,-32,-47,-1440
3/6/2012 7:00,-999,-573,-61,-61,-1587
3/6/2012 8:00,-1027,-485,-27,-104,-1551
3/6/2012 9:00,-1019,-455,-51,-84,-892
3/6/2012 10:00,-980,-643,-91,-48,-1026
3/6/2012 11:00,-958,-802,-94,-49,-1050
3/6/2012 12:00,-972,-613,-24,-64,-900
3/6/2012 13:00,-1015,-673,-33,-82,-1265
3/6/2012 14:00,-1118,-507,-22,-128,-840
3/6/2012 15:00,-1205,-702,-21,-122,-958
3/6/2012 16:00,-1064,-929,-32,-105,-1281
3/6/2012 17:00,-919,-915,-22,-128,-924
3/6/2012 18:00,-984,-1027,-20,-102,-1411
3/6/2012 19:00,-1032,-810,-20,-46,-1505
3/6/2012 20:00,-1068,-808,-5,11,-1336
3/6/2012 21:00,-1107,-726,-49,-40,-717
3/6/2012 22:00,-930,-605,-42,7,-159
3/6/2012 23:00,-932,-854,-83,38,-300
3/7/2012 0:00,-1019,-1025,-31,4,-460
3/7/2012 1:00,-1028,-1108,-19,-4,-324
3/7/2012 2:00,-980,-1059,-15,-24,-105
3/7/2012 3:00,-1077,-1103,-14,-20,-29
3/7/2012 4:00,-1123,-1041,-78,53,-350
3/7/2012 5:00,-1033,-899,-84,48,-770
3/7/2012 6:00,-1081,-820,-36,-88,-608
3/7/2012 7:00,-972,-608,-13,-129,-388
3/7/2012 8:00,-1164,-821,-7,-132,-789
3/7/2012 9:00,-1144,-923,-90,-60,-681
3/7/2012 10:00,-1102,-945,-10,-110,-655
3/7/2012 11:00,-1061,-864,27,-97,-389
3/7/2012 12:00,-1139,-786,-57,-1,-446
3/7/2012 13:00,-1063,-798,-95,46,-512
3/7/2012 14:00,-1126,-958,-76,28,-405
3/7/2012 15:00,-1122,-1101,-51,-64,-793
3/7/2012 16:00,-1173,-1164,-44,-104,-1379
3/7/2012 17:00,-953,-1032,-4,-111,-1419
3/7/2012 18:00,-995,-1217,-9,-138,-1559
3/7/2012 19:00,-976,-1187,19,-163,-1565
3/7/2012 20:00,-1057,-1251,18,-152,-1229
3/7/2012 21:00,-968,-1359,47,-174,-1547
3/7/2012 22:00,-899,-1287,-46,-104,-1326
3/7/2012 23:00,-1006,-1163,-80,1,-1174
3/8/2012 0:00,-971,-1161,37,-136,-1115
3/8/2012 1:00,-968,-1206,66,-160,-876
3/8/2012 2:00,-925,-1217,-57,16,-387
3/8/2012 3:00,-1025,-1226,-71,5,-127
3/8/2012 4:00,-889,-1291,-26,1,-570
3/8/2012 5:00,-922,-1237,-31,8,-585
3/8/2012 6:00,-1007,-1050,39,-94,-457
3/8/2012 7:00,-1126,-900,-51,-92,-598
3/8/2012 8:00,-1219,-852,-81,-54,-507
3/8/2012 9:00,-1178,-918,-46,-50,-199
3/8/2012 10:00,-1191,-953,31,-30,-79
3/8/2012 11:00,-1100,-1096,49,-73,-444
3/8/2012 12:00,-1100,-960,-66,-48,-520
3/8/2012 13:00,-1058,-951,-72,15,-666
3/8/2012 14:00,-1081,-953,-71,-12,-555
3/8/2012 15:00,-1130,-1036,1,-128,-214
3/8/2012 16:00,-1046,-1237,-90,-46,-531
3/8/2012 17:00,-858,-901,-72,-56,-146
3/8/2012 18:00,-1046,-1305,-57,-62,-692
3/8/2012 19:00,-1104,-1165,-74,-74,-1134
3/8/2012 20:00,-1070,-883,-74,-27,-1146
3/8/2012 21:00,-853,-905,-72,-51,-1154
3/8/2012 22:00,-869,-1163,-48,-65,-946
3/8/2012 23:00,-914,-1240,-64,-52,-1040
3/9/2012 0:00,-1000,-1112,62,30,-969
3/9/2012 1:00,-1055,-1107,80,11,-972
3/9/2012 2:00,-959,-1125,75,-96,-776
3/9/2012 3:00,-988,-1242,78,-104,-686
3/9/2012 4:00,-1004,-1215,78,-124,-576
3/9/2012 5:00,-999,-1148,58,-153,-574
3/9/2012 6:00,-1047,-1144,57,-149,-1109
3/9/2012 7:00,-1217,-1047,-20,-112,-1480
3/9/2012 8:00,-1186,-925,6,-139,-1354
3/9/2012 9:00,-1127,-1051,32,-98,-676
3/9/2012 10:00,-1020,-992,-19,-110,-107
3/9/2012 11:00,-1175,-1167,-35,-64,-1010
3/9/2012 12:00,-1175,-1204,13,-130,-1522
3/9/2012 13:00,-1061,-1108,18,-140,-645
3/9/2012 14:00,-1275,-1029,-50,-92,-830
3/9/2012 15:00,-1170,-628,-54,-92,-59
3/9/2012 16:00,-1067,-581,-47,-74,-43
3/9/2012 17:00,-862,-724,-4,-127,-374
3/9/2012 18:00,-775,-1056,0,-134,-628
3/9/2012 19:00,-822,-1117,-9,-140,-1035
3/9/2012 20:00,-789,-1090,-57,-69,-1506
3/9/2012 21:00,-659,-970,0,-84,-832
3/9/2012 22:00,-913,-1195,-45,-52,-1501
3/9/2012 23:00,-1042,-1181,-88,-38,-1339
3/10/2012 0:00,-1084,-1076,31,-52,-1316
3/10/2012 1:00,-1103,-1122,67,-151,-1292
3/10/2012 2:00,-1087,-1151,-37,-84,-1286
3/10/2012 3:00,-1052,-1152,68,-100,-1110
3/10/2012 4:00,-1041,-1199,76,-69,-1102
3/10/2012 5:00,-1029,-1069,-28,-80,-1109
3/10/2012 6:00,-1081,-800,-89,-44,-1173
3/10/2012 7:00,-1137,-799,-63,-58,-985
3/10/2012 8:00,-1166,-540,-40,-71,-682
3/10/2012 9:00,-1173,-488,-38,-40,-1171
3/10/2012 10:00,-1102,-294,-60,-60,-335
3/10/2012 11:00,-1232,-491,-67,-76,-612
3/10/2012 12:00,-1084,-909,-68,-71,-1144
3/10/2012 13:00,-1046,-1107,-25,-80,-896
3/10/2012 14:00,-1008,-1095,-38,-88,-890
3/10/2012 15:00,-986,-948,-36,-80,-1205
3/10/2012 16:00,-893,-858,-45,-72,-829
3/10/2012 17:00,-663,-636,-17,-42,-548
3/10/2012 18:00,-663,-702,-25,-30,-944
3/10/2012 19:00,-707,-621,1,0,-968
3/10/2012 20:00,-741,-619,-3,-14,-972
3/10/2012 21:00,-682,-650,4,4,-1269
3/10/2012 22:00,-706,-894,-18,38,-1129
3/10/2012 23:00,-706,-1270,-12,84,-1135
3/11/2012 0:00,-738,-972,1,103,-1140
3/11/2012 1:00,-863,-1023,-3,85,-1405
3/11/2012 2:00,-965,-952,-37,57,-1268
3/11/2012 3:00,-1123,-934,-98,88,-1289
3/11/2012 4:00,-934,-773,-106,45,-1427
3/11/2012 5:00,-1016,-891,-35,52,-1496
3/11/2012 6:00,-860,-777,-98,2,-1495
3/11/2012 7:00,-873,-496,-77,91,-1488
3/11/2012 8:00,-846,-419,-106,9,-1488
3/11/2012 9:00,-974,-715,-82,-10,-1538
3/11/2012 10:00,-913,-748,-82,-9,-1536
3/11/2012 11:00,-1039,-760,-3,3,-1541
3/11/2012 12:00,-1024,-748,-74,11,-1636
3/11/2012 13:00,-1118,-607,-99,-6,-1641
3/11/2012 14:00,-973,-662,-28,-64,-1632
3/11/2012 15:00,-902,-622,-26,-86,-1658
3/11/2012 16:00,-1016,-510,-3,-63,-1667
3/11/2012 17:00,-949,-420,1,-44,-1661
3/11/2012 18:00,-1048,-502,-28,4,-1594
3/11/2012 19:00,-1054,-487,-3,43,-1594
3/11/2012 20:00,-1123,-406,-12,5,-1577
3/11/2012 21:00,-975,-414,-11,-8,-1485
3/11/2012 22:00,-861,-685,-1,3,-1527
3/11/2012 23:00,-1052,-467,-97,87,-1393
